id,avg_income_ttm,avg_expense_ttm,ori_country,dest_country,trip_type_oneway,trip_type_roundtrip,trip_cost,num_stops,booking_date,dept_date,return_date,num_travellers,traveller_one_dob,traveller_two_dob,traveller_three_dob,traveller_four_dob,ins_comp,subs_plan
349,6451.38,829.9,Singapore,Philippines,FALSE,TRUE,435.33,3,04-10-20,04-02-21,25-02-21,3,16-02-77,09-01-78,27-10-06,,AXA,0
350,3711.73,2025.08,Singapore,China,TRUE,FALSE,329.13,2,22-10-20,10-02-21,10-03-21,1,06-11-73,,,,Allianze,2
351,5721.98,2039.71,Singapore,Philippines,FALSE,TRUE,113.61,3,29-10-20,06-02-21,18-03-21,1,18-01-87,,,,AXA,1
352,11744.76,1860.55,Singapore,Philippines,TRUE,FALSE,1308.35,2,27-10-20,03-02-21,20-03-21,2,12-02-74,23-07-99,,,AXA,1
353,11577.21,1140.1,Singapore,China,TRUE,FALSE,323.54,3,24-10-20,03-02-21,03-03-21,2,30-03-02,12-09-71,,,AIA,0
354,3180.79,2178.47,Singapore,United States,FALSE,TRUE,1403.31,2,20-10-20,02-02-21,17-02-21,3,04-09-02,05-03-86,25-07-03,,Allianze,2
355,11655.77,1855.27,Singapore,Philippines,FALSE,TRUE,1843.3,1,24-10-20,04-02-21,04-03-21,4,29-05-04,19-01-11,25-08-81,30-09-18,AXA,2
356,5625.1,1808.56,Singapore,China,FALSE,TRUE,1954.01,3,18-10-20,01-02-21,15-02-21,2,16-06-91,09-05-99,,,AIA,0
357,4035.16,990.91,Singapore,United States,TRUE,FALSE,1945.75,0,08-10-20,06-02-21,02-03-21,3,17-01-87,23-09-16,08-01-75,,Allianze,1
358,2509.4,2088.31,Singapore,China,FALSE,TRUE,1299.86,2,23-10-20,10-02-21,03-03-21,3,23-11-70,25-10-14,03-01-95,,Allianze,1
359,5752.34,2423.36,Singapore,Philippines,FALSE,TRUE,1076.69,1,22-10-20,03-02-21,30-03-21,1,22-05-77,,,,AXA,1
360,7725.03,2360.18,Singapore,Philippines,FALSE,TRUE,479.83,3,09-10-20,01-02-21,07-03-21,3,27-06-14,24-07-90,08-03-01,,AXA,0
361,5831.92,2397.48,Singapore,China,FALSE,TRUE,1263.03,3,11-10-20,02-02-21,17-02-21,4,01-09-04,17-12-16,25-08-05,05-03-92,Aviva,1
362,5754.51,1736.4,Singapore,China,FALSE,TRUE,497.4,3,06-10-20,02-02-21,21-02-21,3,23-07-16,17-10-70,22-11-81,,AIA,0
363,6669.82,2490.1,Singapore,Philippines,TRUE,FALSE,468.84,1,10-10-20,01-02-21,06-03-21,3,31-08-88,15-08-83,23-08-73,,AXA,2
364,8947.09,1796.54,Singapore,China,FALSE,TRUE,623.11,2,11-10-20,12-02-21,24-02-21,4,27-10-78,28-04-04,12-02-73,03-04-11,Aviva,1
365,7615.25,2943.64,Singapore,China,FALSE,TRUE,369.38,1,09-10-20,12-02-21,24-02-21,3,05-04-04,06-11-75,13-09-86,,Aviva,1
366,9796.88,1801.01,Singapore,Philippines,FALSE,TRUE,1093.03,0,19-10-20,09-02-21,16-02-21,1,06-03-17,,,,AXA,0
367,6148.21,2715.66,Singapore,China,TRUE,FALSE,764.24,0,16-10-20,09-02-21,24-02-21,4,25-07-85,01-05-97,05-01-00,08-10-16,Aviva,1
368,8880.32,2260.85,Singapore,Philippines,TRUE,FALSE,1477.95,1,19-10-20,02-02-21,26-03-21,4,02-02-83,19-11-08,08-07-17,27-09-10,AXA,1
369,4239.65,2844.36,Singapore,China,TRUE,FALSE,1551.1,2,05-10-20,09-02-21,17-02-21,1,23-08-77,,,,Allianze,0
370,9931.44,2899.22,Singapore,China,TRUE,FALSE,187.75,1,16-10-20,01-02-21,16-03-21,1,14-11-70,,,,Allianze,0
371,6953.08,1272.23,Singapore,China,TRUE,FALSE,143.89,2,28-10-20,13-02-21,19-03-21,1,02-12-78,,,,AIA,1
372,6574.1,2457.88,Singapore,China,TRUE,FALSE,983.18,2,05-10-20,06-02-21,01-03-21,1,04-11-82,,,,AXA,2
373,10272.67,2797.94,Singapore,China,TRUE,FALSE,680.55,2,07-10-20,07-02-21,23-03-21,1,15-01-06,,,,AXA,2
374,11548.39,1753.32,Singapore,China,TRUE,FALSE,1960.34,2,29-10-20,11-02-21,24-03-21,4,02-09-93,14-06-00,18-12-90,08-07-72,AXA,2
375,2543.49,2627.98,Singapore,Philippines,FALSE,TRUE,764.65,1,20-10-20,12-02-21,28-02-21,3,09-02-11,25-12-74,05-12-79,,AXA,2
376,2471.07,823.04,Singapore,China,TRUE,FALSE,1258.13,3,15-10-20,09-02-21,05-03-21,1,10-06-91,,,,Aviva,1
377,3802.66,2383.04,Singapore,Thailand,FALSE,TRUE,1498.07,2,21-10-20,09-02-21,16-02-21,3,21-08-14,04-03-99,03-03-80,,Aviva,2
378,3451.81,1976.5,Singapore,China,TRUE,FALSE,778.02,0,25-10-20,10-02-21,23-02-21,4,21-12-03,08-03-11,06-12-70,12-09-03,AIA,1
379,4844.13,1854.5,Singapore,Philippines,TRUE,FALSE,956.55,2,15-10-20,10-02-21,25-02-21,3,09-02-09,03-10-98,19-08-18,,AXA,0
380,2409.47,2494.02,Singapore,China,TRUE,FALSE,789.03,3,09-10-20,01-02-21,21-03-21,2,30-08-10,20-11-88,,,AIA,2
381,3331.92,1500.59,Singapore,China,FALSE,TRUE,1358.75,3,05-10-20,08-02-21,25-02-21,4,29-11-71,06-02-95,01-03-90,12-06-72,AIA,2
382,6350.19,2394.12,Singapore,China,FALSE,TRUE,1568.93,1,03-10-20,08-02-21,23-02-21,2,25-12-77,06-01-96,,,Aviva,1
383,11626.75,1542.84,Singapore,China,FALSE,TRUE,918.6,0,14-10-20,09-02-21,25-03-21,2,14-10-77,24-03-18,,,Aviva,0
384,3034.47,2867.96,Singapore,Philippines,FALSE,TRUE,419.28,2,25-10-20,12-02-21,19-02-21,4,29-06-12,07-12-14,08-04-86,24-01-70,AXA,0
385,10723.98,2696.17,Singapore,China,TRUE,FALSE,1176.76,3,23-10-20,08-02-21,16-02-21,1,01-02-00,,,,Allianze,1
386,3262.49,1403.95,Singapore,China,TRUE,FALSE,406.28,1,20-10-20,13-02-21,03-03-21,3,04-12-07,14-08-06,02-02-07,,Allianze,2
387,3791.79,2430.58,Singapore,China,TRUE,FALSE,1300.55,3,24-10-20,12-02-21,21-02-21,1,31-03-13,,,,Aviva,0
388,5062.4,1930.86,Singapore,Philippines,FALSE,TRUE,1899.86,2,09-10-20,05-02-21,29-03-21,3,05-08-17,10-08-82,18-10-87,,AXA,0
389,10050.32,2078.96,Singapore,China,FALSE,TRUE,1384.6,2,17-10-20,08-02-21,02-03-21,1,24-11-06,,,,AXA,2
390,10265.66,2676.78,Singapore,Philippines,FALSE,TRUE,471.04,2,26-10-20,07-02-21,05-03-21,1,08-02-03,,,,AXA,2
391,10333.54,1177.48,Singapore,China,FALSE,TRUE,1011.18,0,14-10-20,05-02-21,02-03-21,2,29-05-08,16-08-97,,,AIA,2
392,7842.74,1804.6,Singapore,United States,TRUE,FALSE,1207.45,1,08-10-20,01-02-21,13-03-21,4,27-04-18,28-03-76,28-01-99,24-07-98,AIA,0
393,3076.61,844.24,Singapore,Australia,FALSE,TRUE,1679.92,2,04-10-20,06-02-21,08-03-21,4,04-02-15,25-04-81,27-01-74,09-06-14,Allianze,1
394,10243.78,2484.89,Singapore,Philippines,FALSE,TRUE,1235.31,0,07-10-20,02-02-21,15-02-21,3,05-08-06,10-05-17,21-03-72,,AXA,1
395,2218.37,1294.59,Singapore,China,FALSE,TRUE,1970.6,1,24-10-20,02-02-21,14-03-21,3,11-10-18,03-12-17,15-12-85,,Aviva,1
396,3065.98,1601.76,Singapore,Philippines,TRUE,FALSE,685.28,0,09-10-20,07-02-21,15-02-21,2,24-08-99,18-09-70,,,AXA,2
397,7307.74,898.35,Singapore,China,TRUE,FALSE,423.94,0,28-10-20,01-02-21,01-03-21,1,22-07-10,,,,Allianze,2
398,4519.86,902.74,Singapore,China,TRUE,FALSE,869.21,0,29-10-20,12-02-21,27-03-21,3,09-10-06,10-10-75,14-12-80,,Aviva,2
399,5060.7,2495.1,Singapore,Vietnam,FALSE,TRUE,1084.47,0,21-10-20,09-02-21,22-03-21,4,21-03-11,18-05-18,12-04-11,13-04-00,Allianze,2
400,7207.69,1331.14,Singapore,Philippines,TRUE,FALSE,1774.31,2,05-10-20,06-02-21,23-02-21,2,11-06-03,21-04-83,,,AXA,0
401,11782.49,2217.01,Singapore,China,FALSE,TRUE,579.65,3,17-10-20,12-02-21,01-03-21,1,28-03-89,,,,AIA,0
402,8071.65,1812.15,Singapore,China,TRUE,FALSE,1907.18,1,12-10-20,05-02-21,26-02-21,1,24-04-04,,,,Allianze,1
403,11980.1,935.16,Singapore,China,FALSE,TRUE,1731,0,04-10-20,12-02-21,19-02-21,4,24-02-13,12-06-76,30-10-78,27-02-82,AIA,0
404,5521.11,2572.29,Singapore,United States,FALSE,TRUE,1353.27,2,04-10-20,13-02-21,19-02-21,3,04-08-80,01-10-06,05-02-80,,Allianze,1
405,7539.45,1300.63,Singapore,China,FALSE,TRUE,1423.63,1,07-10-20,04-02-21,24-02-21,2,09-03-70,03-10-78,,,AXA,2
406,3021.32,1117.13,Singapore,China,TRUE,FALSE,441.9,1,25-10-20,10-02-21,24-03-21,2,08-05-82,08-07-04,,,AIA,0
407,2855.57,2744.05,Singapore,Philippines,FALSE,TRUE,109.16,2,08-10-20,07-02-21,27-02-21,4,05-02-94,04-12-05,21-07-85,21-02-75,AXA,0
408,4769.81,839.61,Singapore,Philippines,FALSE,TRUE,1207.05,3,23-10-20,06-02-21,09-03-21,3,24-01-02,01-05-83,11-12-05,,AXA,1
409,2917.6,2727.43,Singapore,New Zealand,TRUE,FALSE,926.56,1,07-10-20,03-02-21,02-03-21,3,14-05-93,16-01-14,06-12-04,,AXA,0
410,8402.82,960.01,Singapore,Philippines,FALSE,TRUE,164.13,0,03-10-20,11-02-21,20-02-21,1,19-02-96,,,,AXA,2
411,8434.39,2961.9,Singapore,China,FALSE,TRUE,1152.53,2,04-10-20,02-02-21,21-03-21,2,20-04-84,04-02-98,,,Aviva,0
412,3296.93,1748.31,Singapore,China,TRUE,FALSE,1478.95,1,20-10-20,08-02-21,19-03-21,4,12-03-82,26-08-88,12-10-98,20-06-70,AIA,1
413,10124.89,1944.07,Singapore,China,TRUE,FALSE,868.25,1,28-10-20,02-02-21,22-02-21,3,09-04-03,18-05-94,10-05-16,,AXA,1
414,6984.39,1480.99,Singapore,Philippines,FALSE,TRUE,539.45,1,08-10-20,07-02-21,21-03-21,3,25-10-96,07-11-87,19-05-16,,AXA,0
415,3236.96,1817.33,Singapore,Philippines,FALSE,TRUE,765.64,0,13-10-20,12-02-21,11-03-21,4,14-02-15,18-04-97,28-06-11,15-08-73,AXA,0
416,10431.84,1155.34,Singapore,China,TRUE,FALSE,1444.61,3,06-10-20,03-02-21,15-03-21,2,01-09-73,15-07-71,,,AIA,0
417,9849.94,1767.27,Singapore,China,TRUE,FALSE,1619.04,0,07-10-20,07-02-21,20-02-21,2,08-01-12,02-07-70,,,Aviva,0
418,6171.71,2592.02,Singapore,China,FALSE,TRUE,805.15,0,04-10-20,08-02-21,30-03-21,1,09-01-91,,,,AIA,0
419,10238.86,2376.89,Singapore,China,TRUE,FALSE,1814.45,3,28-10-20,01-02-21,17-02-21,1,20-07-99,,,,Allianze,0
420,8324.32,2110.45,Singapore,China,FALSE,TRUE,567.31,1,21-10-20,12-02-21,20-02-21,3,18-11-09,16-02-90,09-06-08,,Allianze,2
421,4516.24,2180.23,Singapore,China,TRUE,FALSE,1638.18,3,21-10-20,11-02-21,18-02-21,4,22-08-07,20-11-04,25-01-83,17-12-80,AIA,1
422,7840.89,1719.81,Singapore,New Zealand,TRUE,FALSE,429.31,3,24-10-20,05-02-21,18-02-21,2,06-10-88,08-05-07,,,Aviva,2
423,11801.6,2749.05,Singapore,China,FALSE,TRUE,1422.06,3,21-10-20,07-02-21,23-03-21,2,28-02-76,28-09-83,,,AIA,0
424,5580,2495.62,Singapore,China,TRUE,FALSE,1813.82,1,19-10-20,07-02-21,18-02-21,4,28-05-00,12-08-09,18-10-98,20-09-16,AIA,0
425,4703.55,2685.09,Singapore,New Zealand,FALSE,TRUE,640.84,2,21-10-20,04-02-21,02-03-21,2,09-05-96,05-03-70,,,Aviva,0
426,5053.92,866.56,Singapore,Philippines,TRUE,FALSE,806.24,1,12-10-20,04-02-21,27-02-21,2,20-03-17,31-12-15,,,AXA,1
427,9516.94,1280.46,Singapore,China,FALSE,TRUE,1895.42,1,16-10-20,08-02-21,16-03-21,3,29-04-11,11-05-07,21-02-82,,AIA,1
428,5274.69,1567.64,Singapore,China,FALSE,TRUE,1350.09,0,10-10-20,09-02-21,16-02-21,4,27-11-13,07-08-92,07-04-90,10-11-87,Aviva,2
429,9682.8,2847.72,Singapore,China,FALSE,TRUE,762.64,1,10-10-20,02-02-21,13-03-21,2,17-03-71,09-01-15,,,AIA,0
430,8498.51,1355.08,Singapore,Philippines,FALSE,TRUE,1807.76,2,06-10-20,06-02-21,24-02-21,1,15-12-94,,,,AXA,1
431,7467.46,2710.36,Singapore,China,TRUE,FALSE,161.79,0,22-10-20,02-02-21,06-03-21,1,22-06-87,,,,AIA,0
432,4822.82,2836.9,Singapore,China,TRUE,FALSE,1847.24,0,20-10-20,01-02-21,15-02-21,2,21-03-83,03-09-82,,,Aviva,2
433,9625.2,2815.9,Singapore,Philippines,TRUE,FALSE,486.02,2,17-10-20,02-02-21,18-03-21,2,09-11-11,16-04-02,,,AXA,2
434,5794.11,2191.4,Singapore,China,FALSE,TRUE,1376.54,1,21-10-20,12-02-21,17-03-21,1,13-01-72,,,,Aviva,0
435,9652.74,1410.55,Singapore,China,FALSE,TRUE,1039.31,1,14-10-20,03-02-21,04-03-21,3,26-03-76,13-04-99,28-11-01,,Aviva,0
436,7013.35,997.32,Singapore,China,FALSE,TRUE,1468.4,2,13-10-20,13-02-21,17-03-21,1,26-07-11,,,,Aviva,2
437,5276.18,2764.73,Singapore,China,TRUE,FALSE,117.05,3,04-10-20,08-02-21,18-03-21,3,21-05-91,11-10-00,03-07-02,,Allianze,1
438,2592.05,1349.34,Singapore,Philippines,FALSE,TRUE,1065.6,1,06-10-20,04-02-21,18-02-21,3,18-04-94,20-09-02,24-03-85,,AXA,2
439,10984.02,1182.33,Singapore,Philippines,FALSE,TRUE,685.32,2,15-10-20,09-02-21,25-03-21,2,30-03-71,02-06-06,,,AXA,1
440,9872.95,1406.32,Singapore,China,FALSE,TRUE,800.28,0,19-10-20,08-02-21,16-03-21,4,20-07-12,20-01-02,26-02-12,28-04-09,Aviva,2
441,4217.82,2644.75,Singapore,Philippines,TRUE,FALSE,1270.69,1,28-10-20,06-02-21,07-03-21,2,04-10-78,06-05-71,,,AXA,2
442,9612.31,2969.86,Singapore,China,FALSE,TRUE,745.67,0,17-10-20,04-02-21,13-03-21,1,15-04-04,,,,AIA,2
443,5813.05,1921.88,Singapore,Philippines,TRUE,FALSE,1264.01,1,10-10-20,05-02-21,30-03-21,2,07-08-00,22-08-74,,,AXA,1
444,6129.86,2147.34,Singapore,China,TRUE,FALSE,656.81,1,14-10-20,03-02-21,23-03-21,4,26-06-81,20-10-72,13-04-08,08-03-98,AIA,2
445,2729.53,1877.26,Singapore,China,FALSE,TRUE,525.13,0,29-10-20,05-02-21,08-03-21,2,06-02-86,18-04-15,,,AIA,1
446,8166.36,1383.18,Singapore,China,FALSE,TRUE,470.85,2,07-10-20,11-02-21,22-03-21,3,20-01-99,03-07-97,14-09-15,,Aviva,1
447,3668.63,2550.54,Singapore,Vietnam,TRUE,FALSE,1863.91,0,11-10-20,10-02-21,28-03-21,1,11-01-11,,,,Allianze,0
448,8763.82,1065.06,Singapore,Thailand,FALSE,TRUE,320.7,0,04-10-20,13-02-21,28-03-21,4,13-07-83,16-09-73,18-11-10,25-04-79,Aviva,0
449,11627.49,2669.23,Singapore,Australia,FALSE,TRUE,1417.42,3,11-10-20,06-02-21,21-02-21,4,29-12-91,28-02-90,21-07-94,18-05-16,Allianze,0
450,5178.09,2079.67,Singapore,China,TRUE,FALSE,1275.08,2,10-10-20,03-02-21,27-02-21,3,27-05-18,16-12-97,20-09-91,,AIA,1
451,7521.41,2600.46,Singapore,China,TRUE,FALSE,1530.65,3,18-10-20,01-02-21,10-03-21,1,11-02-91,,,,Allianze,1
452,2859.5,2471.07,Singapore,China,FALSE,TRUE,1977.76,1,03-10-20,06-02-21,19-03-21,2,16-01-03,21-01-16,,,Aviva,0
453,9946.86,1849.94,Singapore,China,FALSE,TRUE,1270.34,1,16-10-20,10-02-21,26-02-21,2,29-01-75,29-11-88,,,Allianze,0
454,4075.77,1979.83,Singapore,Thailand,FALSE,TRUE,333.21,1,15-10-20,13-02-21,15-02-21,2,15-11-72,23-08-08,,,Aviva,1
455,2524.92,1230.17,Singapore,Thailand,FALSE,TRUE,1554.38,1,08-10-20,09-02-21,25-03-21,3,07-05-96,07-06-08,01-05-89,,Aviva,2
456,9353.96,1033.14,Singapore,China,FALSE,TRUE,479.12,0,11-10-20,08-02-21,28-02-21,4,16-06-70,06-04-00,16-09-82,09-05-74,AIA,2
457,9315.47,1719.26,Singapore,China,FALSE,TRUE,376.4,3,25-10-20,03-02-21,09-03-21,2,24-02-89,30-07-97,,,Allianze,1
458,8512.56,1149.86,Singapore,China,FALSE,TRUE,1798.02,2,18-10-20,08-02-21,27-02-21,3,23-11-84,11-06-10,23-06-92,,Allianze,1
459,7157.3,1841.09,Singapore,Philippines,TRUE,FALSE,1150.38,1,07-10-20,04-02-21,06-03-21,2,21-06-95,10-04-81,,,AXA,2
460,10944.03,802.29,Singapore,Philippines,TRUE,FALSE,167.23,3,12-10-20,03-02-21,18-02-21,2,29-01-15,15-08-91,,,AXA,2
461,3843.18,1518.87,Singapore,China,TRUE,FALSE,1427.32,1,14-10-20,08-02-21,28-03-21,1,28-07-70,,,,AIA,0
462,5563.42,1278.48,Singapore,China,FALSE,TRUE,383.81,2,05-10-20,04-02-21,15-02-21,2,19-02-16,04-03-88,,,Aviva,2
463,3456.35,2749.29,Singapore,United States,FALSE,TRUE,1540.43,0,25-10-20,03-02-21,02-03-21,4,23-03-88,23-05-95,17-09-96,13-05-70,Allianze,2
464,7840.96,2256.36,Singapore,China,TRUE,FALSE,1198.79,1,15-10-20,04-02-21,08-03-21,1,18-12-94,,,,AXA,1
465,3018.52,2091.37,Singapore,China,TRUE,FALSE,252.19,0,05-10-20,02-02-21,01-03-21,4,16-03-05,19-02-78,29-11-82,29-07-77,AXA,2
466,3393.61,1198.66,Singapore,China,TRUE,FALSE,739.22,3,22-10-20,08-02-21,15-03-21,3,15-02-90,05-07-16,05-08-85,,AIA,2
467,6228.75,2120.69,Singapore,China,FALSE,TRUE,497.38,2,29-10-20,10-02-21,06-03-21,3,08-08-18,21-04-70,01-02-04,,AIA,1
468,7049.56,1084.47,Singapore,China,TRUE,FALSE,1021.25,0,26-10-20,08-02-21,21-02-21,1,15-07-76,,,,AIA,2
469,8149.46,2361.17,Singapore,Philippines,TRUE,FALSE,1197.34,1,04-10-20,08-02-21,19-03-21,1,17-02-81,,,,AXA,1
470,9032.2,1813.67,Singapore,United States,TRUE,FALSE,1005.56,0,18-10-20,05-02-21,30-03-21,2,15-11-99,29-10-82,,,Allianze,1
471,8882.51,2640.16,Singapore,China,FALSE,TRUE,1468.71,3,16-10-20,12-02-21,10-03-21,4,04-10-08,01-10-88,26-07-11,02-12-88,AIA,2
472,4406.27,1526.33,Singapore,China,FALSE,TRUE,1548.03,0,08-10-20,11-02-21,21-03-21,1,01-02-71,,,,AIA,0
473,4937.46,1919.56,Singapore,China,FALSE,TRUE,439.66,2,16-10-20,06-02-21,18-02-21,4,21-05-15,28-11-97,08-12-81,07-11-75,Aviva,2
474,11574.19,1024.01,Singapore,China,TRUE,FALSE,466.18,3,12-10-20,09-02-21,06-03-21,1,29-11-96,,,,Aviva,1
475,2717.44,1742.24,Singapore,China,TRUE,FALSE,1212.61,2,09-10-20,05-02-21,03-03-21,2,01-04-13,27-06-04,,,AIA,0
476,4156.24,1825.68,Singapore,Philippines,FALSE,TRUE,1630.83,2,27-10-20,06-02-21,23-02-21,3,21-09-15,16-07-11,01-12-01,,AXA,1
477,10095.12,1818.41,Singapore,China,TRUE,FALSE,764.04,3,11-10-20,09-02-21,28-02-21,1,12-01-94,,,,Aviva,0
478,10766.04,1431.92,Singapore,China,TRUE,FALSE,966.48,3,17-10-20,04-02-21,15-02-21,4,22-07-16,30-03-81,31-05-78,19-05-17,AXA,1
479,10432.77,2543.71,Singapore,China,FALSE,TRUE,1548.78,0,03-10-20,11-02-21,04-03-21,2,02-11-87,28-01-82,,,AXA,2
480,8926.39,2751.37,Singapore,China,FALSE,TRUE,271.26,0,12-10-20,04-02-21,16-02-21,4,04-05-70,14-03-76,20-01-92,20-01-08,Allianze,1
481,2404.68,1197.3,Singapore,China,FALSE,TRUE,827.35,0,25-10-20,04-02-21,26-02-21,4,28-08-77,26-11-71,19-11-14,12-01-00,AXA,0
482,10773.54,862.05,Singapore,China,TRUE,FALSE,586.39,0,18-10-20,12-02-21,28-02-21,2,26-09-07,12-06-91,,,Allianze,0
483,6002.59,2597.63,Singapore,China,FALSE,TRUE,932.54,0,26-10-20,04-02-21,28-02-21,1,08-01-11,,,,AXA,0
484,11701.37,2557.8,Singapore,China,FALSE,TRUE,1999.47,2,26-10-20,03-02-21,11-03-21,4,25-04-05,09-08-70,08-11-83,29-06-85,AIA,2
485,11295.4,1746.84,Singapore,China,FALSE,TRUE,790.51,0,04-10-20,10-02-21,14-03-21,1,11-04-70,,,,AXA,0
486,6144.46,2856.72,Singapore,China,FALSE,TRUE,1822.89,2,19-10-20,12-02-21,26-02-21,3,24-12-16,29-08-04,29-11-73,,AIA,1
487,7097.19,1294.08,Singapore,China,TRUE,FALSE,834.97,3,08-10-20,01-02-21,27-02-21,1,05-12-03,,,,Aviva,2
488,7771.02,1860.74,Singapore,United States,TRUE,FALSE,239.06,0,29-10-20,08-02-21,18-03-21,4,10-12-03,23-04-12,24-06-05,11-06-70,AIA,2
489,4803.4,2398.77,Singapore,Philippines,TRUE,FALSE,1681.15,2,05-10-20,12-02-21,15-02-21,4,12-10-91,20-08-73,28-04-80,22-09-00,AXA,2
490,6997.24,1931.92,Singapore,China,FALSE,TRUE,457.58,2,08-10-20,10-02-21,10-03-21,1,05-03-80,,,,AXA,1
491,2650.05,1359.67,Singapore,Philippines,TRUE,FALSE,139.95,1,11-10-20,01-02-21,18-02-21,4,05-04-77,22-01-70,03-07-87,27-05-75,AXA,0
492,5853.08,2057.77,Singapore,Philippines,FALSE,TRUE,1844.17,1,11-10-20,03-02-21,17-03-21,3,03-08-74,02-07-08,30-11-78,,AXA,0
493,5555.55,1090.46,Singapore,China,FALSE,TRUE,1693.87,0,15-10-20,02-02-21,24-02-21,4,14-07-11,05-08-74,05-06-86,20-09-85,Allianze,2
494,8236.41,2448.35,Singapore,China,FALSE,TRUE,143.15,2,14-10-20,07-02-21,08-03-21,3,20-09-70,28-03-71,01-06-98,,Aviva,1
495,5646.55,1311.75,Singapore,United States,TRUE,FALSE,1696.09,2,23-10-20,08-02-21,17-03-21,3,18-07-76,27-09-98,02-03-85,,Allianze,0
496,9095.55,2705.67,Singapore,Philippines,TRUE,FALSE,1833.94,3,14-10-20,12-02-21,14-03-21,1,17-06-98,,,,AXA,2
497,2416.11,1762.79,Singapore,New Zealand,TRUE,FALSE,1992.87,1,24-10-20,13-02-21,17-03-21,1,17-09-11,,,,AXA,2
498,11130.01,2685.23,Singapore,China,FALSE,TRUE,363.83,3,12-10-20,05-02-21,26-03-21,1,01-10-91,,,,AXA,0
499,4486.22,2069.84,Singapore,China,FALSE,TRUE,1949.21,1,07-10-20,09-02-21,19-03-21,2,31-12-99,11-01-77,,,AIA,1
500,9623.77,2399.92,Singapore,Vietnam,TRUE,FALSE,711,1,17-10-20,01-02-21,01-03-21,3,09-07-09,16-08-99,02-03-89,,Allianze,2
501,2644.39,1447.82,Singapore,China,TRUE,FALSE,674.11,1,28-10-20,13-02-21,18-03-21,2,17-09-74,27-09-17,,,AXA,2
502,10984.03,2969.41,Singapore,Thailand,FALSE,TRUE,1656.1,0,27-10-20,01-02-21,22-02-21,4,01-05-94,09-01-14,04-03-92,24-03-90,Aviva,0
503,4434.35,1110.21,Singapore,Philippines,TRUE,FALSE,108.15,3,21-10-20,09-02-21,19-02-21,2,19-10-96,06-09-00,,,AXA,0
504,8336.06,2555.15,Singapore,China,FALSE,TRUE,1506.53,0,21-10-20,12-02-21,15-03-21,4,18-01-90,13-09-97,11-10-88,27-06-86,AIA,2
505,7213.04,2968.52,Singapore,United States,FALSE,TRUE,147.32,2,05-10-20,11-02-21,21-02-21,2,02-11-87,27-06-03,,,AIA,1
506,6815.13,2783.31,Singapore,United States,FALSE,TRUE,603.46,3,27-10-20,08-02-21,23-03-21,1,24-01-05,,,,AIA,0
507,11104.87,2076.52,Singapore,China,FALSE,TRUE,1389.9,2,28-10-20,09-02-21,28-03-21,4,28-03-91,17-07-70,31-10-71,27-03-11,AIA,0
508,8629.07,2976.19,Singapore,China,FALSE,TRUE,1065.62,2,16-10-20,07-02-21,11-03-21,4,18-10-72,11-08-00,08-06-16,30-01-73,AIA,2
509,6109.26,1146.91,Singapore,China,FALSE,TRUE,1996.02,1,28-10-20,01-02-21,10-03-21,3,04-05-98,09-11-71,06-05-08,,Aviva,0
510,4366.58,1768.54,Singapore,China,FALSE,TRUE,869.33,2,04-10-20,09-02-21,22-03-21,4,07-05-12,13-04-93,27-04-94,18-03-03,Aviva,1
511,11444.83,2471.73,Singapore,China,FALSE,TRUE,1811.15,3,05-10-20,07-02-21,12-03-21,2,26-09-78,20-09-90,,,Allianze,1
512,4716.81,1726.85,Singapore,China,FALSE,TRUE,1228.53,1,24-10-20,10-02-21,07-03-21,4,22-06-99,21-10-95,14-12-92,23-04-78,AIA,1
513,4187.52,1677.93,Singapore,United States,TRUE,FALSE,1475.94,2,08-10-20,05-02-21,07-03-21,3,05-11-16,21-06-07,19-02-71,,Allianze,0
514,7019.48,2625.29,Singapore,United States,FALSE,TRUE,1641.75,3,08-10-20,04-02-21,19-03-21,1,03-03-12,,,,AIA,2
515,11766.44,1958.46,Singapore,Philippines,TRUE,FALSE,647.92,2,22-10-20,10-02-21,24-03-21,1,07-11-08,,,,AXA,0
516,8030.26,896.36,Singapore,China,TRUE,FALSE,115.04,2,22-10-20,06-02-21,27-03-21,4,03-10-00,12-08-82,29-07-70,14-03-12,AIA,0
517,11281.21,862.58,Singapore,Malaysia,FALSE,TRUE,1414.78,1,23-10-20,03-02-21,12-03-21,2,31-01-78,13-09-74,,,Aviva,0
518,7297.21,2724.89,Singapore,China,TRUE,FALSE,1719.65,0,22-10-20,01-02-21,26-03-21,2,19-10-16,29-06-07,,,Aviva,0
519,8525.97,2801.47,Singapore,China,FALSE,TRUE,1580.3,2,18-10-20,05-02-21,11-03-21,3,28-08-98,26-07-82,05-03-13,,Allianze,2
520,3564.13,1534.62,Singapore,China,FALSE,TRUE,1148.97,3,12-10-20,07-02-21,20-02-21,2,24-01-06,02-09-18,,,AIA,1
521,3759.65,1904.62,Singapore,Vietnam,FALSE,TRUE,189.5,2,12-10-20,03-02-21,21-03-21,1,18-01-13,,,,Allianze,1
522,5402.29,2382.62,Singapore,United States,TRUE,FALSE,1627.98,0,23-10-20,07-02-21,27-02-21,3,19-01-08,29-10-95,28-06-03,,Allianze,0
523,7180.26,1858.65,Singapore,Philippines,FALSE,TRUE,326.96,1,21-10-20,09-02-21,20-02-21,1,23-01-89,,,,AXA,2
